antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'食品', '储蓄卡'})",frozenset({'电子产品'}),0.06457665569213906,0.9089974829953243,0.05851285995646302,0.9060992603180875,0.9968116273901149,1.0,-0.00018715752794707524,0.9691352518941329,-0.0034077308380735384,0.06394419840123514,-0.03184771996018439,0.4852350107849899
"frozenset({'家居', '办公'})",frozenset({'电子产品'}),0.039100297186012885,0.9089974829953243,0.02710601335131168,0.6932431541980236,0.762645845743876,1.0,-0.008436058375143198,0.2966601014779679,-0.24464952460011083,0.02943133079746005,-2.3708611135032167,0.36153141670714367
"frozenset({'微信支付', '办公'})",frozenset({'电子产品'}),0.01775552117385533,0.9089974829953243,0.016042147478833237,0.9035019204310937,0.9939542598664611,1.0,-9.757657747144419e-05,0.9430500317852807,-0.006154353242149555,0.017614973359527848,-0.06038912708258732,0.4605750481689982
"frozenset({'办公', '支付宝'})",frozenset({'电子产品'}),0.01781223496916637,0.9089974829953243,0.01609545781026414,0.9036180938622227,0.9940820637749452,1.0,-9.581894322938794e-05,0.944186732254373,-0.006024612982579807,0.017673444366115915,-0.059112531281143174,0.46066245858040794
"frozenset({'服装', '办公'})",frozenset({'电子产品'}),0.05229355454873107,0.9089974829953243,0.046787004455261454,0.8946992580445416,0.9842703360369413,1.0,-0.0007477050064137805,0.8642153446855031,-0.016583218722872765,0.05116106956601979,-0.1571190052913379,0.47308512627639365
"frozenset({'母婴', '办公'})",frozenset({'电子产品'}),0.0135078074030047,0.9089974829953243,0.01206314831414506,0.8930500675825237,0.9824560400758748,1.0,-0.000215414615971821,0.8508889622243956,-0.017779914087545038,0.013249769267633089,-0.17524147614489916,0.45316044727689364
"frozenset({'办公', '汽车用品'})",frozenset({'电子产品'}),0.013090103779883804,0.9089974829953243,0.011677952542290504,0.8921206996262764,0.981433630252269,1.0,-0.0002209188457714551,0.8435586501712364,-0.018807997370264888,0.012827140776173768,-0.18545402835595026,0.45248388384967336
"frozenset({'玩具', '办公'})",frozenset({'电子产品'}),0.020269026961445658,0.9089974829953243,0.01808715214968981,0.8923542399984934,0.981690551065127,1.0,-0.0003373423410286576,0.8453887733562565,-0.018681165119090588,0.019850265477062444,-0.18288772162176387,0.45612607612291445
"frozenset({'办公', '现金'})",frozenset({'电子产品'}),0.017816974372139638,0.9089974829953243,0.01609727087046197,0.9034794872710394,0.9939295808541713,1.0,-9.831398840515898e-05,0.9428308494404707,-0.006179857109848242,0.01767537838215043,-0.060635638506585446,0.46059415257041486
"frozenset({'运动户外', '办公'})",frozenset({'电子产品'}),0.013270932678562017,0.9089974829953243,0.011840841687432303,0.8922388481828489,0.9815636070220431,1.0,-0.0002224027143809676,0.8444835218455029,-0.018679719951740423,0.013005803015812962,-0.184155728479624,0.4526325563656825
"frozenset({'银联', '办公'})",frozenset({'电子产品'}),0.01782960217737715,0.9089974829953243,0.016112093432781062,0.9036709441125206,0.9941402050253739,1.0,-9.49700692627238e-05,0.9447047535789657,-0.005965534821231118,0.01769169672061609,-0.05853177536320333,0.46069803423832956
"frozenset({'食品', '办公'})",frozenset({'电子产品'}),0.051943220425592664,0.9089974829953243,0.04647445832361464,0.8947165374582061,0.9842893453455341,1.0,-0.0007417983019204141,0.8643571821030375,-0.01655717601574028,0.05082140382193068,-0.15692912687661686,0.4729218479430258
"frozenset({'家居', '微信支付'})",frozenset({'电子产品'}),0.04769156245360991,0.9089974829953243,0.03470849284154531,0.7277700929867129,0.8006293819302648,1.0,-0.008643017388900415,0.33428552359691316,-0.2072854537224989,0.037645580205990944,-1.9914546978881922,0.38297667957861764
"frozenset({'家居', '支付宝'})",frozenset({'电子产品'}),0.0476842465966713,0.9089974829953243,0.034671563668042166,0.7271072973283065,0.7999002317722002,1.0,-0.008673296466860408,0.33347361843587736,-0.20803476329166426,0.037604318205426215,-1.9987379652111432,0.3826249686164333
"frozenset({'服装', '家居'})",frozenset({'电子产品'}),0.14593057525314693,0.9089974829953243,0.10325737257868593,0.7075787400931199,0.7784166109696032,1.0,-0.0293931530184844,0.31120349127028213,-0.24997978913827842,0.10850115920720355,-2.213331559739778,0.4105867619592596
"frozenset({'家居', '母婴'})",frozenset({'电子产品'}),0.0384741234482153,0.9089974829953243,0.026692285737396553,0.6937724201390411,0.7632280981163175,1.0,-0.008280595637482544,0.2971728315457245,-0.24393493716819376,0.028988798007459935,-2.365045165126863,0.36156847610255743
"frozenset({'家居', '汽车用品'})",frozenset({'电子产品'}),0.037431931915200056,0.9089974829953243,0.025950489651895305,0.6932714483100868,0.7626769724659984,1.0,-0.008075042242673896,0.2966874668279154,-0.24429734352918936,0.028192377837009074,-2.3705501977945693,0.3609099604083625
"frozenset({'玩具', '家居'})",frozenset({'电子产品'}),0.05770833834973162,0.9089974829953243,0.040154289514350835,0.6958143426518809,0.7654744437344718,1.0,-0.012302444793397753,0.2991676787065923,-0.24536434415666727,0.04333735160419294,-2.342607076818438,0.3699943004244912
"frozenset({'家居', '现金'})",frozenset({'电子产品'}),0.04772006248759684,0.9089974829953243,0.03472086618219366,0.7275947342109649,0.8004364674513708,1.0,-0.008656550507411466,0.3340703298854463,-0.20748896321349605,0.03765834190262713,-1.993381664103193,0.38289580622754776
"frozenset({'家居', '运动户外'})",frozenset({'电子产品'}),0.03801961788388584,0.9089974829953243,0.026353116248107936,0.6931452159406734,0.762538102588166,1.0,-0.008206620712788309,0.29656541703805217,-0.2445517981949231,0.028624032967540573,-2.3719373283220357,0.3610683116114894
"frozenset({'家居', '银联'})",frozenset({'电子产品'}),0.04769340732188139,0.9089974829953243,0.034677957090845035,0.7271016905293541,0.7998940636594636,1.0,-0.00867523012021592,0.3334667670942985,-0.2080426972939897,0.03761113954171763,-1.9987995766823077,0.38262568196090996
"frozenset({'家居', '食品'})",frozenset({'电子产品'}),0.14514434328876205,0.9089974829953243,0.10268683116169541,0.7074807659393368,0.7783088283237589,1.0,-0.029249011558798582,0.3110992591543686,-0.24992441386916925,0.10792610442755227,-2.214408169013981,0.41022394485111735
"frozenset({'服装', '微信支付'})",frozenset({'电子产品'}),0.06486734967719099,0.9089974829953243,0.058780556704268794,0.9061655362333623,0.9968845383898861,1.0,-0.0001837008808753815,0.96981975866559,-0.003330852014809917,0.06423512920935436,-0.03111943334288847,0.48541539708644205
"frozenset({'微信支付', '母婴'})",frozenset({'电子产品'}),0.01756817162007966,0.9089974829953243,0.015875027859896505,0.9036243613280754,0.9940889586959654,1.0,-9.439592358579871e-05,0.9442481342661736,-0.006016108582147601,0.017431855993131313,-0.05904365993495362,0.46054434338003625
"frozenset({'微信支付', '汽车用品'})",frozenset({'电子产品'}),0.017061596239191498,0.9089974829953243,0.015415305771489082,0.9035090008799535,0.9939620491607025,1.0,-9.364226581848149e-05,0.943119232203798,-0.006142112337583085,0.016927920906840706,-0.060311322104298515,0.4602337900199064
"frozenset({'玩具', '微信支付'})",frozenset({'电子产品'}),0.026192867173078765,0.9089974829953243,0.02368559576792308,0.9042765578663844,0.994806448623616,1.0,-0.00012365456483637294,0.9506816196355512,-0.0053324994242704635,0.025985158775723226,-0.0518768632377212,0.4651666955190525
"frozenset({'微信支付', '运动户外'})",frozenset({'电子产品'}),0.017328847673966228,0.9089974829953243,0.01566515818997938,0.9039930689398195,0.9944945787539319,1.0,-8.672072886529991e-05,0.9478744503105933,-0.005601962356612748,0.017201961238042428,-0.05499204000311076,0.4606132570038158
"frozenset({'微信支付', '食品'})",frozenset({'电子产品'}),0.0644635779903271,0.9089974829953243,0.05839001717604169,0.9057830638070266,0.9964637754796574,1.0,-0.00020721296203844025,0.965882787976526,-0.0037789689339274403,0.06380927204619355,-0.0353223107898503,0.48500934205609764
"frozenset({'服装', '支付宝'})",frozenset({'电子产品'}),0.0649136304243461,0.9089974829953243,0.05881875820071779,0.9061079747999673,0.9968212143054175,1.0,-0.0001875684671015232,0.9692252010838931,-0.003398706779042332,0.0642763081401159,-0.031751959071731915,0.48540762935226855
"frozenset({'母婴', '支付宝'})",frozenset({'电子产品'}),0.01753652258680177,0.9089974829953243,0.01586128677208138,0.9044716073880466,0.9950210251491961,1.0,-7.936811981208367e-05,0.9526227178796739,-0.005067396917084096,0.01741710984030241,-0.04973352118431251,0.460960408034959
"frozenset({'支付宝', '汽车用品'})",frozenset({'电子产品'}),0.01703516372999157,0.9089974829953243,0.015400546825317279,0.9040445439455075,0.9945512070798085,1.0,-8.437412765829877e-05,0.9483829346086988,-0.0055426992297504295,0.016911930544737545,-0.05442639624530807,0.46049344329798636
"frozenset({'玩具', '支付宝'})",frozenset({'电子产品'}),0.026216341531429606,0.9089974829953243,0.023711137651060914,0.9044411335057825,0.994987500433414,1.0,-0.00011945081435438612,0.9523189249025094,-0.005146752249714288,0.026013239447855344,-0.05006838974912929,0.46526303281832415
"frozenset({'运动户外', '支付宝'})",frozenset({'电子产品'}),0.01733104243104781,0.9089974829953243,0.015661881958393832,0.9036895513184049,0.9941606750555252,1.0,-9.199198911379394e-05,0.9448872708041511,-0.005941699480865121,0.01719826027529749,-0.058327306228757765,0.46045969608053566
"frozenset({'食品', '支付宝'})",frozenset({'电子产品'}),0.06463174727569415,0.9089974829953243,0.058555132886338714,0.905980966854649,0.9966814912064054,1.0,-0.0001949627088571812,0.9679158991561647,-0.0035469966192167805,0.06398949883259918,-0.03314761217560985,0.4851991165543317
"frozenset({'服装', '母婴'})",frozenset({'电子产品'}),0.05152459436833603,0.9089974829953243,0.04610497574014127,0.89481491907629,0.9843975762481761,1.0,-0.0007307508530312451,0.8651656319081896,-0.01643607262757258,0.05042007160439511,-0.1558480400965799,0.4727678024448252
"frozenset({'服装', '汽车用品'})",frozenset({'电子产品'}),0.05003409984535233,0.9089974829953243,0.04478125094728419,0.8950146217418944,0.984617271758164,1.0,-0.00069961987607782,0.8668113456804126,-0.016179817891516547,0.04898138877843576,-0.15365356600753718,0.4721395303132504
"frozenset({'玩具', '服装'})",frozenset({'电子产品'}),0.07741083171146616,0.9089974829953243,0.06932032094728006,0.8954860633155073,0.9851359107889999,1.0,-0.0010459302350173116,0.8707213591943683,-0.01609120777664307,0.07558742609104319,-0.14847303266483114,0.48587312675925826
"frozenset({'服装', '现金'})",frozenset({'电子产品'}),0.06492988434997927,0.9089974829953243,0.05882620128995098,0.9059957811240081,0.9966977885775602,1.0,-0.0001949001553576829,0.9680684345106257,-0.0035307025018477705,0.06428382289526303,-0.03298482250949151,0.4853556266341146
"frozenset({'服装', '运动户外'})",frozenset({'电子产品'}),0.050900011034220746,0.9089974829953243,0.045546489583062635,0.8948227840744697,0.9844062286353684,1.0,-0.0007214923314782587,0.8652303277271485,-0.016416332865444774,0.04981291578569978,-0.15576161393564936,0.47246453598708277
"frozenset({'服装', '银联'})",frozenset({'电子产品'}),0.06489495908511583,0.9089974829953243,0.05880307682041025,0.906127034355388,0.9968421819712001,1.0,-0.00018627764704459704,0.9694219883197959,-0.003376226212603214,0.0642593817093491,-0.03154251920074771,0.4854085334843633
"frozenset({'服装', '食品'})",frozenset({'电子产品'}),0.1966987418221045,0.9089974829953243,0.17656165475014296,0.8976247286310878,0.9874886844276387,1.0,-0.0022370064744971774,0.8889111187480566,-0.015527304817248158,0.19002807605937722,-0.12497186603808162,0.5459312552107848
"frozenset({'母婴', '汽车用品'})",frozenset({'电子产品'}),0.012900114155995509,0.9089974829953243,0.011516303912020904,0.892728837338896,0.9821026504904942,1.0,-0.0002098673861313672,0.848340921708614,-0.01812700481702066,0.012649978638119685,-0.17877138118709957,0.45269903682156454
"frozenset({'玩具', '母婴'})",frozenset({'电子产品'}),0.019962015434613272,0.9089974829953243,0.01782524447128763,0.8929581549355696,0.9823549257728393,1.0,-0.00032017731428964774,0.8501583371428214,-0.017998011345504925,0.019563795778549,-0.17625147729628873,0.4562839695630577
"frozenset({'母婴', '现金'})",frozenset({'电子产品'}),0.017563464025180036,0.9089974829953243,0.01587105185069074,0.9036401832768893,0.9941063646284458,1.0,-9.409274087683953e-05,0.944403176545788,-0.0059983665600054255,0.017427504065729543,-0.05886979717450849,0.4605500673246218
"frozenset({'运动户外', '母婴'})",frozenset({'电子产品'}),0.013112146774920569,0.9089974829953243,0.01171720370516982,0.8936144405873463,0.9830769141876081,1.0,-0.00020170470989823615,0.8554029090704921,-0.017144077233200453,0.012870497787217171,-0.16903974652907328,0.4532523446886051
"frozenset({'银联', '母婴'})",frozenset({'电子产品'}),0.017569889256056553,0.9089974829953243,0.015891695290487073,0.9044846588892991,0.9950353832761399,1.0,-7.928981977492477e-05,0.9527528870907243,-0.005052955840340631,0.017450444425528993,-0.04959010206051119,0.4609836601896593
"frozenset({'食品', '母婴'})",frozenset({'电子产品'}),0.05114805039251322,0.9089974829953243,0.0457708001184151,0.894868910294082,0.984456972691843,1.0,-0.0007226489484974258,0.8656099471548897,-0.0163671640155462,0.050056938860020564,-0.1552547464210955,0.4726109825712927
"frozenset({'玩具', '汽车用品'})",frozenset({'电子产品'}),0.01936469161961272,0.9089974829953243,0.017290232672559833,0.892874155302744,0.9822625166799683,1.0,-0.0003122232686487772,0.8494917100710311,-0.018081413700229695,0.01897790051101518,-0.1771745246535531,0.45594768301387817
"frozenset({'汽车用品', '现金'})",frozenset({'电子产品'}),0.017048586737070232,0.9089974829953243,0.015410025631263825,0.903888742739975,0.9943798081392755,1.0,-8.709680136048496e-05,0.946845557939921,-0.005717112760757933,0.016922266289684074,-0.056138450050638375,0.46042075657431436
"frozenset({'运动户外', '汽车用品'})",frozenset({'电子产品'}),0.012715372864258823,0.9089974829953243,0.011348548131611248,0.8925061225306626,0.9818576390219261,1.0,-0.0002096937973470707,0.8465832580151751,-0.018371726210721306,0.0124659414206761,-0.1812187289700393,0.4524954042552236
"frozenset({'银联', '汽车用品'})",frozenset({'电子产品'}),0.017077436659867266,0.9089974829953243,0.015440084260859412,0.9041218871649687,0.9946362933654231,1.0,-8.326267897201291e-05,0.9491479787598169,-0.005456387958133388,0.016955297184708944,-0.05357649426449577,0.4605538627322609
"frozenset({'食品', '汽车用品'})",frozenset({'电子产品'}),0.04974127471936611,0.9089974829953243,0.04449885886945391,0.894606322827687,0.9841680967914063,1.0,-0.0007158346514288469,0.8634532872013894,-0.01664682830720385,0.04867306592685332,-0.1581402431638006,0.471780049250112
"frozenset({'玩具', '现金'})",frozenset({'电子产品'}),0.026191912930869383,0.9089974829953243,0.02370000482528477,0.9048596369359609,0.9954479015214339,1.0,-0.00010837810370818712,0.9565079854007051,-0.004673961195412601,0.026001405015432588,-0.045469578156292136,0.4654661608499135
"frozenset({'玩具', '运动户外'})",frozenset({'电子产品'}),0.01970052126116849,0.9089974829953243,0.01758754273693015,0.8927450448530408,0.9821204805884296,1.0,-0.0003201815031678816,0.8484691162285729,-0.018232282823290456,0.019303414327607876,-0.17859328156218424,0.4560466651309511
"frozenset({'玩具', '银联'})",frozenset({'电子产品'}),0.026174036793480262,0.9089974829953243,0.02365843167302929,0.9038892953234638,0.9943804160435868,1.0,-0.00013370189207127792,0.9468510017791225,-0.005769753027646462,0.02595512009809378,-0.05613237787255975,0.46495812245985246
"frozenset({'玩具', '食品'})",frozenset({'电子产品'}),0.07692706271938227,0.9089974829953243,0.06887548503733902,0.8953349133917393,0.9849696287842689,1.0,-0.0010510213488029163,0.8694639249215821,-0.01626260190400152,0.07510556194939554,-0.15013397489745314,0.4855528669009567
"frozenset({'运动户外', '现金'})",frozenset({'电子产品'}),0.017341348246909152,0.9089974829953243,0.015665635311084072,0.9033689357963415,0.9938079617333639,1.0,-9.760659710172578e-05,0.9417521969216834,-0.006300623014363059,0.017202258045012735,-0.06185045627577178,0.4603014528756554
"frozenset({'食品', '现金'})",frozenset({'电子产品'}),0.06451348485787788,0.9089974829953243,0.05845999493806316,0.9061670605277261,0.9968862152860188,1.0,-0.0001826004170047968,0.9698355131628954,-0.003327804485212405,0.0638871458185802,-0.031102683318669215,0.48523983214130395
"frozenset({'运动户外', '银联'})",frozenset({'电子产品'}),0.01734522883189398,0.9089974829953243,0.015689936679349713,0.9045678688596741,0.9951269236510383,1.0,-7.683267081984649e-05,0.9535836192410204,-0.004958666423359054,0.017229329451944005,-0.048675732072582654,0.46091428653359
"frozenset({'运动户外', '食品'})",frozenset({'电子产品'}),0.050518727655424665,0.9089974829953243,0.04520983293159206,0.8949123430019216,0.9845047535808465,1.0,-0.0007115633513152461,0.8659677035747374,-0.016306253038421616,0.04944713723245945,-0.15477747711834264,0.47232413526177164
"frozenset({'银联', '食品'})",frozenset({'电子产品'}),0.06456800389610733,0.9089974829953243,0.05850554409952441,0.9061073684988361,0.9968205473056265,1.0,-0.0001866089240694438,0.9692189424209245,-0.00339816800643686,0.06393629680807598,-0.031758621537245464,0.48523504074049284
"frozenset({'服装', '家居', '云闪付'})",frozenset({'电子产品'}),0.020814630848697613,0.9089974829953243,0.014714796565580503,0.706944873178052,0.7777192856998135,1.0,-0.004205650485362459,0.31053037014420226,-0.2259381880956787,0.016080034645214847,-2.2202969375769137,0.3615664065069032
